subj_code	condition	desktop_conf	attent_conf	instr_tests	Cond_sum	Rating_CC	Rating_SE	explanation	age	gender	tech_issues
5ijP9xNrCCxt	3	1: I confirm	1: I will take it seriously	2	cont_channel_unlimited	8	5	I gave C having more activity and strength in situation A because it was giving off energy to four different entities and in situation B it was only one so I thought there would be less activity going on and it wouldn't be as strong. 	27	2: female	none
nkBCHXNoRlLi	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	5	5	I think that regardless of how many E entities there were, there would be the same amount of influence on one as four.	30	1: male	NA
clArHqP7wU8v	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	9	9	Because the energy is exerted radially and both entities were in the same place on the radial diagram.	53	1: male	none
BVglfFa20SPr	5	1: I confirm	1: I will take it seriously	1	binary_radial	10	10	The instructions said that the effect entities were on and that the cause radiates so the effect would be equal on all effect entities present.	66	1: male	None noted
YYfCTlJg9MF0	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	7	10	Knowing that C only had a certain amount of energy to split, I figured that when all four E were present the energy would be diluted amongst them. When there was only one E the energy would be more focused into that alone.	29	1: male	I cannot recall any.
BI34KxS1vTP5	6	1: I confirm	1: I will take it seriously	3	binary_channel	9	9	I woud presume that as the Cause entity was on the strength given by it to the right effect entity would be in both cases the same or very similar. 	62	1: male	I didn't see any. 
HRzLpTaYRVLn	4	1: I confirm	1: I will take it seriously	2	cont_channel_limited	10	1	Because when there are four entities it is more powerful rather than when there is just one	24	2: female	NA
RmUAsLqdB9bb	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	7	7	I was a bit unsure how to choose.  As it's an infinite amount of energy, it's impossible to know which one is working harder without knowing the amount of energy being transferred through the channel.	36	4: prefer not to say	NA
X6m5ZscKYbqa	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	7	3	because the more effect where all four present the strong they are	24	1: male	no issues
5eHL3suK0iuW	1	1: I confirm	1: I will take it seriously	4	cont_radial_unlimited	6	3	There isn't much difference between the location so it wouldn't have much difference in terms of impact. Also the further something is away from the influence the less likely it will be affected.	38	1: male	NA
eVdHxHEt5oE7	5	1: I confirm	1: I will take it seriously	3	binary_radial	10	10	both buttons were showing, so I assumed they were on.	63	1: male	NA
cE3EgfQbwNnN	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	2	10	If there is only 1 entity being affected it must be affected to a greater extent than if there are 4 entities as C has the same overall effect in both cases	62	1: male	NA
FHeqjdOpKNuq	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	I don't think it matters how many other effect entities are present so the if the case C is on then any present effect entities would also be on	29	2: female	NA
V8vEum9CZ0ZZ	4	1: I confirm	1: I will take it seriously	2	cont_channel_limited	8	8	I felt that the cause C emitted more strength in scenario A than in scenario B as there were emitted strengths to four entities while in the scenario B there was only one entity E. However, the strength emitted to entity E was the same in both cases.	28	2: female	no errors to report
VUwnHEcY8AS7	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	in the scenario it said that c was on and it can only be on or off nothing inbetween	47	2: female	NA
ImhXSJEV8KDH	3	1: I confirm	1: I will take it seriously	2	cont_channel_unlimited	10	10	C emits unlimited power. This is not dependent on how many ‘e’s are involved.	63	1: male	NA
bcZZ8wbcVbPA	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	3	10	In scenario A, all four entities would share the influences.  Whereby in scenario B, only the one entity present would received the influences.	55	2: female	NA
TSlXauiFKR18	5	1: I confirm	1: I will take it seriously	1	binary_radial	2	2	I was thinking about the probability, i assumed that there was a ratio of 1/4 chance of each situation occurring.	57	2: female	none
IP0zD0XAwYpe	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	4	6	There was four entittes affecting energy in the first one, while only one in the second. Hence I gave the second judgement a higher rating 	25	1: male	NA
boIoBk3Z47T9	5	1: I confirm	1: I will take it seriously	1	binary_radial	10	10	"I assumed that due to the equal distance of the effect entities from the causal entity and the radial nature of the cause that all effect entities would be moved to an on state simultaneously, therefore if the cause was ""on"" so would all of the effects be. "	47	1: male	None
24ouqdBufukr	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	6	8	My expectation is that the more entities present, the lower each entities' strength. As such, B was stronger than A due to the reduced number of entities.	25	1: male	NA
h1CMgq1KD19k	6	1: I confirm	1: I will take it seriously	1	binary_channel	8	9	if c was on for situation b then i felt surely the one entity must be on, but with 4 in situation a i wasn't sure if it was on but felt it would be	24	2: female	NA
Lsifbwz70GoK	1	1: I confirm	1: I will take it seriously	2	cont_radial_unlimited	6	9	More energy to go to just on entity in b not distributed like in a	39	2: female	NA
VfhGnZ12iHbd	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	3	7	"I gave the singular entity present a ""stronger"" rating, as presumably if strength is dispersed amongst others it's weakened?"	38	2: female	n/a
YgrbqCjfuRd8	5	1: I confirm	1: I will take it seriously	1	binary_radial	2	7	Where there was only one effect entity I thought it was more likely to me affected by the cause. Where there was more effect entities I thought the casual influence might be diluted.	45	2: female	none
aZwykI7KAE3G	4	1: I confirm	1: I will take it seriously	3	cont_channel_limited	10	10	I looked at the 2 boxes and saw the C was the highest	55	2: female	none
XVszvt3kP9Th	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	5	5	I didn't think that the presence or absence of the other three entities would have any effect on the influence exerted by cause C on the one remaining effect present. 	50	2: female	none
0IQI7geGnKn7	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	2	10	I thought that as there was only one entity present in scenario B the activity levels would be very high where as it scenario A it would be lower as there are multiple entities	37	2: female	NA
V77TvSWn7bOV	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	2	10	In situation A the energy exerted from C is split 4 ways. In situation B the energy exerted from C is directly impacting the single E. 	33	2: female	N/A
ze8b8QqegGUP	2	1: I confirm	1: I will take it seriously	2	cont_radial_limited	8	6	Because there is more  C than E so i used my intuition	20	1: male	NA
j3t0Erpfn4HU	6	1: I confirm	1: I will take it seriously	3	binary_channel	3	8	"I think it's more likely that in the scenario with one effect present, the bottom right E is ""on"", rather than when there are four. I think this because if there is only one effect to have cause on, there is much more possibility for the cause to go through the only channel it has access to, rather than one of the four in scenario A."	21	1: male	NA
NGbkP2ROzRMV	5	1: I confirm	1: I will take it seriously	1	binary_radial	7	7	I intuited that the large blob E being on would cause the smaller entities to also be on - therefore, the probably that each of the four smaller entities were on were independent of each other. The bottom right entity was likely to be on whether there were other entities present or not. 	27	1: male	N/A
QnVmvrvPKGiJ	1	1: I confirm	1: I will take it seriously	2	cont_radial_unlimited	3	9	You stated that the Entities had varying levels, but you did not state what caused the variations. So I guessed that in A, the energy coming from C might be somewhat divided between the four Es and in B, the E received undivided energy from C.	59	2: female	NA
kMTBAQ8ZHktp	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	I said 100% for both because, atleast in the way I understood it, they could only be on or off. Since the black bar was connected the cause to the effect then they were both on in scenarios A and B.	29	1: male	I did not notice any technical errors
